digits_actual,digits_predicted,len_predicted
40,40,2
37,37,2
6,1,1
92,92,2
17,12,2
71,71,2
16,16,2
174,174,3
381,381,3
53,23,2
195,195,3
59,59,2
49,49,2
1170,119,3
15,15,2
227,227,3
500,500,3
2047,2047,4
168,168,3
2101,2101,4
35,35,2
17,17,2
67,67,2
19,19,2
20,20,2
81,81,2
42,42,2
26,26,2
8,8,1
41,41,2
60,60,2
18,18,2
9,9,1
1526,1526,4
248,248,3
26,26,2
759,759,3
640,670,3
67,67,2
13,13,2
132,132,3
17,17,2
36,36,2
18,18,2
60,60,2
11,11,2
62,62,2
126,126,3
4,1,1
73,73,2
245,245,3
5,5,1
108,108,3
15,15,2
233,233,3
35,35,2
25,25,2
39,39,2
28,28,2
84,84,2
6,6,1
45,45,2
143,143,3
111,111,3
6,6,1
41,41,2
18,18,2
35,35,2
69,69,2
201,201,3
20,20,2
525,123,3
5,5,1
3,3,1
282,282,3
105,105,3
47,47,2
10,10,2
712,712,3
177,77,2
13,13,2
58,58,2
26,26,2
85,84,2
544,544,3
41,41,2
14,14,2
35,35,2
221,221,3
21,21,2
61,61,2
171,21,2
2,2,1
33,33,2
2,2,1
45,45,2
15,13,2
345,315,3
10,10,2
146,146,3
9,9,1
114,114,3
226,226,3
37,37,2
4,4,1
10,10,2
20,20,2
66,66,2
35,33,2
74,74,2
3,17,2
2,4,1
391,391,3
73,13,2
2254,2253,4
155,155,3
9,9,1
143,145,3
8,8,1
68,8,1
5,5,1
824,829,3
526,526,3
401,401,3
48,48,2
3,3,1
28,28,2
1502,62,2
13,13,2
110,110,3
15,15,2
51,51,2
23,123,3
5,5,1
5,3,1
2226,2226,4
10,10,2
106,106,3
6,6,1
78,78,2
7,7,1
5,3,1
29,29,2
22,22,2
20,20,2
5,5,1
7,1,1
44,44,2
50,50,2
15,15,2
40,40,2
86,86,2
54,54,2
51,51,2
76,76,2
25,25,2
47,45,2
68,68,2
317,317,3
53,53,2
239,239,3
61,10,2
242,242,3
254,254,3
11,11,2
220,220,3
31,31,2
350,350,3
614,614,3
85,85,2
43,43,2
1,1,1
140,140,3
102,102,3
65,65,2
64,64,2
1983,1983,4
94,94,2
173,173,3
20,20,2
247,247,3
711,211,3
63,63,2
1,1,1
23,23,2
23,23,2
88,88,2
81,81,2
37,57,2
49,49,2
40,40,2
8,8,1
47,47,2
34,34,2
82,82,2
416,416,3
39,39,2
618,618,3
74,74,2
10,10,2
6,6,1
374,374,3
117,117,3
104,104,3
67,67,2
7,7,1
51,51,2
11,11,2
8,11,2
55,55,2
2,2,1
92,92,2
32,92,2
96,96,2
101,101,3
231,231,3
263,263,3
10,10,2
93,93,2
46,46,2
140,12,2
151,161,3
15,15,2
67,87,2
35,35,2
571,71,2
191,191,3
111,111,3
375,375,3
119,119,3
387,387,3
88,88,2
385,385,3
20,20,2
359,359,3
164,196,3
17,17,2
106,106,3
872,872,3
25,25,2
43,43,2
4034,2002,4
21,21,2
1,1,1
246,26,2
9,19,2
1,1,1
18,18,2
16,16,2
1831,1881,4
4,4,1
5,5,1
8,8,1
5,35,2
297,297,3
105,105,3
1714,1774,4
5,5,1
7,7,1
9,9,1
204,704,3
59,33,2
60,60,2
21,21,2
4,4,1
52,52,2
21,21,2
658,658,3
1550,1559,4
30,330,3
2647,2647,4
56,56,2
28,28,2
15,15,2
14,14,2
323,323,3
262,262,3
21,21,2
532,532,3
29,29,2
214,214,3
4,4,1
94,94,2
31,31,2
171,71,2
24,24,2
72,72,2
129,129,3
6,6,1
2626,2628,4
27,27,2
34,34,2
1103,1103,4
6161,165,3
53,53,2
56,56,2
19,19,2
103,103,3
5,5,1
11,11,2
749,749,3
80,0,2
8,8,1
76,76,2
206,206,3
1,1,1
99,99,2
31,31,2
223,223,3
39,33,2
9,9,1
8,8,1
7,7,1
2,2,1
161,161,3
3,3,1
25,23,2
27,27,2
956,956,3
12,12,2
8,8,1
5,5,1
29,29,2
14,14,2
150,150,3
119,119,3
28,28,2
10,10,2
277,277,3
16,16,2
93,93,2
130,130,3
9,9,1
70,70,2
70,70,2
60,60,2
165,165,3
45,45,2
178,178,3
402,402,3
161,161,3
6,6,1
18,18,2
2355,2355,4
21,21,2
4,4,1
12,12,2
104,104,3
51,31,2
1,1,1
81,81,2
36,36,2
41,41,2
2179,279,3
79,79,2
203,203,3
432,432,3
10,10,2
77,77,2
139,139,3
11,11,2
25,25,2
72,72,2
361,361,3
40,40,2
195,195,3
1706,1706,4
47,47,2
1,1,1
172,172,3
7,7,1
21,21,2
91,91,2
265,265,3
114,114,3
74,74,2
44,44,2
203,203,3
10,10,2
520,529,3
23,29,2
51,51,2
3493,2395,4
624,624,3
11,11,2
32,32,2
136,136,3
22,22,2
126,126,3
965,965,3
131,131,3
32,32,2
227,227,3
141,141,3
625,625,3
147,147,3
16,16,2
62,62,2
59,59,2
50,50,2
172,172,3
12,12,2
94,94,2
20,20,2
40,40,2
42,42,2
16,16,2
2151,2151,4
21,680,3
35,35,2
41,41,2
62,62,2
48,48,2
606,606,3
835,835,3
19,19,2
142,142,3
16,16,2
224,224,3
44,44,2
47,47,2
81,81,2
74,74,2
1578,1578,4
173,173,3
124,124,3
3,1,1
396,396,3
793,405,3
36,36,2
26,26,2
132,32,2
144,144,3
52,52,2
8,8,1
170,170,3
0,1,1
25,25,2
115,115,3
44,44,2
17,17,2
622,622,3
8,8,1
189,189,3
353,353,3
25,25,2
388,383,3
86,86,2
13,118,3
18,18,2
188,188,3
47,47,2
22,12,2
36,36,2
7,7,1
20,20,2
92,92,2
19,19,2
38,38,2
2750,2750,4
3,8,1
50,30,2
33,33,2
4,4,1
15,15,2
1086,1006,4
199,192,3
4,4,1
6,6,1
13,13,2
32,32,2
87,87,2
104,104,3
270,270,3
396,396,3
6,6,1
86,86,2
143,149,3
36,36,2
12,17,2
33,33,2
37,37,2
84,84,2
48,48,2
41,41,2
43,43,2
144,144,3
13,13,2
23,33,2
4,14,2
1558,1555,4
88,88,2
4,4,1
11,11,2
2,2,1
130,130,3
103,123,3
662,662,3
999,999,3
1051,1051,4
87,87,2
23,23,2
1,1,1
1,1,1
48,48,2
36,36,2
162,162,3
18,18,2
11,11,2
78,78,2
81,81,2
128,128,3
310,310,3
33,33,2
285,285,3
171,110,3
82,82,2
137,137,3
24,24,2
63,63,2
5,5,1
37,87,2
2,2,1
20,70,2
58,58,2
6,6,1
21,21,2
431,431,3
1718,1718,4
45,45,2
253,253,3
74,74,2
27,27,2
38,38,2
24,24,2
64,84,2
99,99,2
207,207,3
395,15,2
27,27,2
138,138,3
370,370,3
12,12,2
26,26,2
272,272,3
34,34,2
2,2,1
80,630,3
43,43,2
579,579,3
41,41,2
207,207,3
39,39,2
15,15,2
27,27,2
79,79,2
128,128,3
63,53,2
45,45,2
213,213,3
25,25,2
91,91,2
56,56,2
10,10,2
99,99,2
20,20,2
45,45,2
367,367,3
321,321,3
14,14,2
9,9,1
41,41,2
28,28,2
34,34,2
14,14,2
334,334,3
42,42,2
175,175,3
19,19,2
16,16,2
183,183,3
67,67,2
50,50,2
46,46,2
47,47,2
67,67,2
1,1,1
10,10,2
510,510,3
126,126,3
3,3,1
35,35,2
35,35,2
338,338,3
5,1,1
4,4,1
46,46,2
3,3,1
161,161,3
6,6,1
124,14,2
77,77,2
101,101,3
31,31,2
68,68,2
41,41,2
2,2,1
58,59,2
183,183,3
155,155,3
43,43,2
230,230,3
17,17,2
27,27,2
390,330,3
266,266,3
51,51,2
121,121,3
133,133,3
183,180,3
63,63,2
3,3,1
15,15,2
201,201,3
45,45,2
12,12,2
37,37,2
47,47,2
13,13,2
4,4,1
39,39,2
290,290,3
493,493,3
19,19,2
373,373,3
2,2,1
67,67,2
27,27,2
50,50,2
749,749,3
9,9,1
44,44,2
76,7,1
54,54,2
3,3,1
53,53,2
3,3,1
14,14,2
2134,2434,4
35,55,2
439,439,3
45,45,2
228,228,3
77,77,2
96,58,2
21,21,2
20,28,2
30,30,2
58,58,2
55,55,2
3,3,1
146,146,3
625,625,3
67,67,2
59,59,2
8,8,1
2026,2026,4
501,501,3
10,10,2
104,104,3
42,42,2
3,3,1
6,6,1
248,248,3
102,102,3
3,3,1
13,13,2
31,31,2
995,995,3
268,268,3
17,17,2
257,257,3
983,983,3
74,74,2
2719,2219,4
6,6,1
29,29,2
58,88,2
18,18,2
687,687,3
2340,2340,4
70,70,2
22,22,2
2522,2522,4
187,187,3
65,65,2
205,205,3
39,349,3
92,92,2
52,52,2
27,27,2
61,65,2
6,6,1
9,9,1
100,100,3
39,39,2
86,86,2
52,52,2
34,34,2
289,206,3
64,64,2
15,15,2
10,10,2
91,91,2
42,42,2
163,163,3
2390,2390,4
9,9,1
39,39,2
19,19,2
49,49,2
2,1,1
4,4,1
11,11,2
233,233,3
247,247,3
199,199,3
1242,1149,4
164,164,3
42,42,2
213,13,2
39,39,2
837,837,3
4,4,1
35,35,2
35,35,2
65,65,2
39,39,2
33,33,2
28,28,2
5,5,1
38,38,2
32,12,2
6,6,1
31,31,2
41,41,2
41,41,2
251,251,3
6,6,1
5122,3022,4
124,124,3
29,29,2
42,42,2
7,7,1
358,358,3
4,4,1
144,144,3
273,273,3
31,31,2
93,93,2
346,146,3
2,2,1
189,189,3
543,543,3
19,19,2
53,53,2
3,3,1
135,135,3
170,130,3
386,386,3
3801,3880,4
395,395,3
86,86,2
12,12,2
6,8,1
327,327,3
67,67,2
4,6,1
53,53,2
142,142,3
25,25,2
405,405,3
115,15,2
40,40,2
63,68,2
145,125,3
357,357,3
170,110,3
24,24,2
172,172,3
78,71,2
9,9,1
82,12,2
1,4,1
43,43,2
13,13,2
3,3,1
415,415,3
8,6,1
6,6,1
82,82,2
88,88,2
8,8,1
14,14,2
126,26,2
29,29,2
140,140,3
24,24,2
135,135,3
656,656,3
27,27,2
19,19,2
42,242,3
72,72,2
20,20,2
45,45,2
64,1,2
429,429,3
401,401,3
26,26,2
203,202,3
219,219,3
22,22,2
95,95,2
395,396,3
41,41,2
20,20,2
145,145,3
1,1,1
96,96,2
64,64,2
122,122,3
33,28,2
14,14,2
14,14,2
114,114,3
42,42,2
12,12,2
109,100,3
23,23,2
70,70,2
80,86,2
2040,2040,4
13,13,2
12,32,2
78,78,2
82,82,2
96,96,2
29,29,2
1,1,1
487,487,3
165,165,3
2,2,1
285,285,3
27,97,2
195,195,3
1071,1071,4
222,222,3
168,168,3
68,68,2
288,288,3
31,31,2
94,94,2
26,26,2
58,58,2
54,54,2
1,1,1
40,40,2
41,41,2
513,513,3
74,74,2
404,404,3
40,40,2
156,156,3
28,28,2
89,90,2
5,5,1
1706,1796,4
129,129,3
7,7,1
17,17,2
957,957,3
17,17,2
33,33,2
3,5,1
1070,1070,4
230,230,3
89,89,2
31,31,2
124,124,3
32,32,2
66,66,2
75,75,2
55,55,2
5,3,1
59,59,2
16,16,2
6,6,1
142,142,3
101,101,3
46,46,2
21,21,2
2,4,1
4,4,1
25,25,2
14,4,2
66,35,2
6,6,1
35,35,2
71,71,2
544,544,3
172,172,3
340,340,3
75,75,2
1,1,1
49,49,2
3,3,1
134,134,3
9,9,1
61,61,2
7,7,1
75,75,2
36,10,2
7,7,1
0,3,1
27,27,2
12,12,2
20,20,2
24,24,2
49,49,2
12,12,2
7,7,1
23,23,2
14,14,2
65,65,2
45,45,2
23,23,2
23,23,2
40,40,2
158,158,3
253,253,3
406,406,3
16,16,2
118,118,3
51,51,2
4,4,1
2,2,1
42,42,2
8,8,1
766,706,3
13,19,2
402,402,3
200,200,3
207,207,3
485,485,3
430,430,3
69,69,2
29,29,2
5,5,1
79,79,2
67,67,2
1927,1927,4
103,103,3
65,65,2
552,552,3
75,75,2
86,86,2
12,12,2
30,30,2
152,152,3
36,36,2
6,6,1
182,182,3
280,280,3
165,165,3
243,243,3
142,142,3
110,110,3
21,21,2
64,64,2
2,127,3
55,55,2
89,39,2
194,194,3
9,0,1
43,24,2
190,190,3
15,15,2
54,54,2
6,6,1
18,18,2
3,3,1
14,164,3
142,142,3
84,84,2
64,64,2
9,9,1
28,28,2
522,522,3
216,216,3
27,27,2
326,326,3
10,10,2
47,47,2
46,46,2
8,8,1
80,80,2
264,264,3
2,2,1
9,9,1
1154,154,3
3,3,1
214,214,3
195,195,3
35,35,2
50,50,2
11,11,2
33,33,2
34,34,2
192,192,3
25,25,2
963,643,3
140,140,3
200,200,3
2,2,1
289,289,3
7,7,1
39,39,2
25,25,2
4,4,1
7,7,1
71,71,2
269,269,3
332,332,3
643,543,3
5,5,1
1,1,1
5,5,1
31,31,2
45,45,2
40,40,2
6,6,1
68,68,2
231,231,3
48,48,2
244,244,3
28,28,2
134,134,3
10,10,2
6,6,1
402,402,3
14,14,2
56,56,2
231,5,1
49,49,2
34,34,2
29,29,2
205,205,3
95,95,2
7,7,1
46,46,2
1393,1393,4
3,3,1
735,735,3
212,212,3
108,108,3
16,116,3
81,81,2
33,43,2
1,2,1
281,281,3
221,221,3
4,4,1
9,9,1
46,46,2
119,119,3
20,20,2
231,231,3
4,4,1
31,31,2
137,137,3
106,106,3
22,22,2
359,359,3
109,109,3
71,71,2
85,85,2
80,80,2
54,54,2
10,0,1
26,26,2
26,26,2
44,36,2
2,2,1
18,18,2
3,8,1
84,84,2
14,254,3
302,302,3
50,50,2
140,140,3
14,14,2
17,107,3
38,38,2
111,111,3
18,10,2
110,110,3
342,342,3
43,43,2
58,58,2
201,201,3
22,22,2
8,8,1
10,10,2
78,778,3
223,223,3
39,39,2
447,441,3
696,696,3
4,4,1
9,9,1
68,68,2
1506,1506,4
224,224,3
11,1,1
136,36,2
30,30,2
100,190,3
71,71,2
20,20,2
36,36,2
4,4,1
1,1,1
24,24,2
33,33,2
223,223,3
1,1,1
27,27,2
27,17,2
99,99,2
253,253,3
381,381,3
17,17,2
9,9,1
35,35,2
25,25,2
24,24,2
19,119,3
1,1,1
12,142,3
3728,3728,4
4,4,1
230,230,3
185,188,3
2,2,1
57,57,2
85,83,2
33,33,2
91,91,2
20,20,2
3,3,1
2,2,1
54,54,2
34,34,2
37,31,2
291,291,3
13,13,2
47,47,2
9,9,1
31,31,2
17,17,2
12,12,2
44,44,2
36,36,2
12,12,2
2078,2078,4
37,37,2
66,65,2
35,35,2
8,8,1
1233,129,3
56,56,2
14,14,2
64,64,2
35,15,2
2,2,1
36,36,2
92,91,2
112,112,3
74,74,2
131,131,3
1,1,1
53,53,2
71,71,2
22,22,2
13,13,2
33,33,2
60,60,2
103,103,3
13,153,3
86,86,2
63,63,2
1,1,1
9,66,2
30,30,2
280,280,3
148,148,3
1,1,1
65,65,2
24,24,2
72,72,2
514,514,3
5,5,1
48,48,2
1551,1551,4
27,27,2
45,45,2
112,112,3
14,14,2
1256,1256,4
279,279,3
26,26,2
170,170,3
90,90,2
263,243,3
26,26,2
79,79,2
79,79,2
56,56,2
40,40,2
59,59,2
127,127,3
93,93,2
193,193,3
68,68,2
6,6,1
78,78,2
5,5,1
125,125,3
2,2,1
207,207,3
15,15,2
72,72,2
12,12,2
6,6,1
439,157,3
6,6,1
231,231,3
43,43,2
9,9,1
2,2,1
25,25,2
12,10,2
61,61,2
31,31,2
45,45,2
20,20,2
83,83,2
331,331,3
9,0,1
11,11,2
657,657,3
204,204,3
83,83,2
130,130,3
152,152,3
38,38,2
162,162,3
4,31,2
318,318,3
91,91,2
148,148,3
15,15,2
32,32,2
336,336,3
83,83,2
23,23,2
4,4,1
19,199,3
24,24,2
28,48,2
2,2,1
173,173,3
43,43,2
45,45,2
24,24,2
30,30,2
39,39,2
3,5,1
12,12,2
181,181,3
132,132,3
120,129,3
18,18,2
3,3,1
2,2,1
9,9,1
2850,2850,4
25,95,2
65,65,2
19,19,2
10,10,2
323,323,3
25,25,2
175,175,3
138,138,3
417,417,3
50,30,2
1012,1012,4
25,25,2
26,29,2
96,96,2
3,2,1
40,40,2
234,234,3
97,97,2
50,50,2
24,224,3
993,993,3
490,490,3
44,44,2
47,47,2
18,18,2
26,26,2
1,1,1
113,113,3
5,5,1
44,44,2
1,1,1
213,213,3
256,455,3
3,3,1
14,14,2
628,626,3
12,12,2
1029,1129,4
17,17,2
97,97,2
44,44,2
34,34,2
72,25,2
41,41,2
1235,1235,4
49,49,2
94,94,2
20,20,2
7,7,1
26,26,2
17,17,2
653,653,3
17,17,2
16,16,2
440,440,3
10,10,2
85,995,3
28,28,2
37,37,2
328,225,3
163,163,3
41,41,2
2243,2243,4
6,6,1
7,7,1
2314,2314,4
553,553,3
8,8,1
827,827,3
71,51,2
1072,1072,4
4,4,1
81,81,2
351,31,2
180,100,3
26,26,2
8,33,2
2,2,1
905,605,3
2,2,1
520,107,3
60,60,2
7,7,1
6,8,1
17,17,2
7,7,1
56,52,2
175,175,3
2442,2442,4
460,160,3
34,34,2
1243,1248,4
214,214,3
21,21,2
337,337,3
36,39,2
7,7,1
1672,1172,4
3,3,1
58,58,2
196,196,3
484,184,3
213,243,3
57,57,2
68,68,2
89,89,2
55,55,2
1,1,1
272,277,3
44,44,2
72,72,2
70,70,2
32,32,2
7,7,1
36,36,2
163,163,3
39,32,2
503,503,3
121,121,3
56,56,2
108,108,3
4,4,1
11,11,2
39,39,2
32,32,2
5,5,1
430,430,3
1421,1421,4
19,19,2
29,29,2
33,33,2
31,21,2
21,21,2
19,19,2
22,22,2
29,29,2
581,295,3
12,12,2
11,11,2
15,15,2
131,131,3
136,136,3
1721,1721,4
11,11,2
22,22,2
11,11,2
2594,2594,4
26,26,2
43,43,2
332,332,3
149,149,3
9,9,1
6,6,1
4,4,1
114,114,3
23,23,2
8,6,1
523,523,3
56,56,2
44,44,2
72,72,2
278,278,3
182,182,3
36,36,2
217,217,3
25,25,2
48,48,2
57,57,2
147,147,3
11,11,2
21,21,2
2759,2769,4
78,78,2
7,7,1
53,53,2
115,115,3
9,9,1
37,37,2
480,480,3
16,16,2
15,15,2
73,73,2
106,109,3
52,52,2
24,24,2
307,307,3
11,11,2
39,39,2
21,22,2
1278,1278,4
14,14,2
3,3,1
73,73,2
479,179,3
20,20,2
567,567,3
32,32,2
2235,2235,4
41,41,2
59,59,2
221,221,3
292,292,3
284,284,3
45,45,2
35,35,2
33,33,2
150,150,3
354,354,3
43,43,2
5,5,1
62,62,2
174,174,3
45,45,2
5,5,1
22,22,2
182,182,3
5,5,1
1,1,1
13,13,2
107,107,3
911,911,3
7,7,1
63,63,2
9,9,1
102,102,3
33,33,2
246,246,3
30,30,2
75,75,2
435,435,3
2087,1037,4
96,96,2
260,260,3
11,11,2
852,852,3
49,49,2
80,80,2
62,62,2
1715,115,3
10,10,2
40,40,2
76,76,2
79,79,2
4,1,1
268,268,3
9,9,1
41,41,2
517,517,3
2,2,1
89,89,2
16,16,2
8,8,1
5,5,1
205,205,3
90,90,2
27,27,2
49,49,2
3,7,1
8,4,1
98,98,2
256,256,3
121,120,3
84,84,2
281,281,3
2,2,1
223,223,3
34,34,2
22,22,2
103,103,3
6,6,1
19,19,2
57,57,2
4,4,1
90,90,2
210,332,3
88,88,2
17,17,2
176,176,3
30,30,2
7,7,1
39,39,2
652,652,3
1,1,1
47,47,2
4,4,1
98,98,2
120,120,3
22,22,2
42,42,2
16,16,2
185,85,2
10,10,2
230,338,3
117,117,3
13,18,2
1,1,1
19,19,2
26,26,2
5,5,1
415,415,3
4,4,1
26,26,2
44,44,2
11,101,3
34,84,2
67,67,2
63,63,2
2400,2400,4
79,79,2
15,15,2
35,35,2
51,51,2
9,1,1
111,111,3
48,46,2
1,1,1
212,212,3
81,81,2
39,39,2
818,818,3
3,3,1
5,5,1
2331,2311,4
69,69,2
41,41,2
71,71,2
32,32,2
74,74,2
442,442,3
195,195,3
2802,2302,4
96,96,2
2,2,1
6,6,1
272,172,3
41,41,2
76,75,2
57,57,2
78,78,2
1963,1963,4
219,289,3
13,13,2
4,4,1
30,33,2
18,18,2
96,96,2
43,43,2
25,25,2
5,5,1
13,13,2
373,373,3
29,229,3
121,121,3
136,136,3
46,46,2
510,510,3
66,66,2
24,24,2
2446,2446,4
25,25,2
26,26,2
1,1,1
107,107,3
3,3,1
350,350,3
51,51,2
37,37,2
3,3,1
13,13,2
32,32,2
2711,2711,4
98,98,2
133,133,3
56,56,2
195,195,3
6,6,1
57,57,2
38,38,2
6,6,1
104,104,3
110,110,3
11,11,2
200,200,3
15,181,3
150,150,3
16,16,2
55,55,2
9,9,1
29,29,2
15,15,2
10,10,2
240,240,3
24,24,2
9,9,1
1237,1235,4
172,172,3
337,337,3
3712,3772,4
17,17,2
18,18,2
25,25,2
9,4,1
23,23,2
14,14,2
141,141,3
23,23,2
59,59,2
61,61,2
172,142,3
571,371,3
19,19,2
9,9,1
142,142,3
16,16,2
2,2,1
15,15,2
14,14,2
76,76,2
2,2,1
116,116,3
6,6,1
643,643,3
9,9,1
23,23,2
10,10,2
26,26,2
28,28,2
83,83,2
53,53,2
1,1,1
72,72,2
13,13,2
21,21,2
2,2,1
101,101,3
114,114,3
1291,1297,4
207,207,3
44,44,2
197,187,3
11,11,2
118,118,3
8,1,1
3,3,1
775,775,3
364,364,3
34,34,2
17,17,2
20,20,2
7,7,1
29,29,2
33,53,2
3,3,1
568,363,3
11,11,2
11,11,2
219,219,3
22,22,2
90,90,2
12,12,2
1,1,1
7,7,1
25,25,2
27,27,2
51,51,2
102,102,3
69,69,2
163,163,3
1728,778,3
74,74,2
5,5,1
4,4,1
9,9,1
759,759,3
42,42,2
19,19,2
164,164,3
17,17,2
62,62,2
115,115,3
27,27,2
16,16,2
2,2,1
85,85,2
50,550,3
45,45,2
299,290,3
25,25,2
91,1,2
282,282,3
11,11,2
765,765,3
4,4,1
44,44,2
56,56,2
13,13,2
16,16,2
126,126,3
20,28,2
50,50,2
48,48,2
64,64,2
50,50,2
24,24,2
4,4,1
70,10,2
7,7,1
210,210,3
46,46,2
10,10,2
87,87,2
133,133,3
39,39,2
39,39,2
12,12,2
48,78,2
48,48,2
17661,1761,4
9,9,1
15,15,2
165,165,3
21,21,2
126,126,3
19,19,2
91,91,2
3,3,1
1715,1715,4
166,166,3
37,37,2
12,12,2
42,42,2
1,1,1
75,75,2
921,921,3
219,2400,4
316,316,3
13,18,2
13,13,2
28,28,2
28,28,2
64,64,2
17,17,2
5,5,1
81,81,2
26,26,2
67,67,2
3,3,1
245,245,3
58,58,2
36,6,1
97,97,2
63,63,2
95,95,2
227,227,3
67,67,2
121,121,3
2255,2255,4
11,11,2
96,96,2
34,34,2
53,53,2
0,9,1
13,13,2
5,5,1
27,27,2
46,46,2
246,246,3
32,32,2
11,10,2
10,10,2
1627,771,3
111,111,3
86,86,2
19,19,2
7,7,1
14,14,2
64,64,2
1,1,1
8,6,1
42,42,2
7,7,1
439,439,3
193,193,3
11,11,2
12,12,2
185,185,3
12,12,2
540,540,3
92,92,2
69,69,2
39,39,2
13,13,2
67,67,2
2316,236,3
14,14,2
5,5,1
4,4,1
420,420,3
9,9,1
8,8,1
4,4,1
422,422,3
533,533,3
2081,2081,4
52,52,2
509,509,3
15,15,2
315,315,3
219,219,3
8,3,1
1,1,1
125,125,3
5,5,1
11,11,2
32,32,2
65,65,2
74,74,2
180,180,3
64,64,2
2,2,1
19,19,2
1,1,1
196,196,3
50,50,2
195,3,1
5,5,1
15,15,2
5,5,1
113,113,3
2447,2447,4
3,3,1
210,210,3
0,1,1
34,34,2
4,4,1
3,3,1
57,57,2
148,3,1
15,15,2
275,275,3
15,15,2
56,56,2
19,19,2
204,204,3
18,8,1
9,9,1
92,12,2
57,57,2
185,185,3
41,41,2
12,12,2
54,54,2
770,770,3
52,52,2
21,21,2
373,373,3
9,9,1
57,57,2
80,80,2
4,4,1
887,887,3
28,26,2
50,50,2
72,72,2
55,55,2
33,33,2
3,3,1
49,49,2
847,847,3
6,66,2
18,18,2
23,23,2
410,410,3
45,45,2
59,59,2
16,16,2
249,234,3
160,160,3
68,68,2
57,57,2
3,3,1
2,2,1
3001,301,3
22,22,2
4,4,1
17,17,2
10,10,2
84,84,2
33,33,2
77,77,2
32,32,2
201,201,3
53,53,2
82,82,2
5,5,1
450,450,3
70,70,2
18,18,2
0,1,1
279,279,3
35,35,2
45,45,2
802,202,3
399,399,3
69,69,2
12,12,2
65,66,2
38,38,2
1586,1586,4
59,59,2
59,54,2
478,478,3
102,102,3
145,145,3
40,40,2
1,1,1
13,13,2
250,250,3
25,25,2
206,75,2
20,20,2
204,204,3
133,133,3
8,8,1
241,241,3
70,70,2
31,31,2
434,134,3
61,61,2
61,61,2
104,104,3
39,39,2
264,264,3
3,3,1
37,37,2
16,16,2
316,316,3
32,12,2
314,314,3
89,99,2
38,38,2
57,57,2
54,54,2
2,2,1
6,6,1
40,40,2
62,62,2
117,17,2
39,39,2
347,347,3
15,15,2
130,130,3
18,18,2
93,93,2
6,6,1
2,2,1
21,21,2
97,97,2
47,47,2
88,88,2
74,74,2
2288,2288,4
2474,2247,4
104,104,3
5,5,1
49,9,1
56,56,2
27,27,2
1,11,2
15,15,2
195,195,3
252,252,3
74,74,2
1,1,1
37,37,2
15,15,2
12,12,2
11,11,2
76,76,2
2570,2570,4
102,102,3
38,38,2
53,53,2
1,1,1
72,72,2
204,204,3
61,61,2
1,1,1
929,929,3
6,6,1
41,41,2
606,16,2
8,3,1
132,32,2
50,40,2
254,254,3
34,34,2
423,2,1
672,62,2
236,236,3
205,205,3
6,6,1
143,143,3
178,178,3
4,4,1
4,4,1
6,6,1
159,159,3
24,24,2
46,46,2
24,34,2
290,336,3
376,376,3
85,85,2
1,1,1
349,349,3
71,71,2
3,3,1
19,19,2
6,1,1
49,49,2
1,1,1
18,18,2
1376,476,3
65,65,2
96,96,2
48,48,2
68,68,2
5,5,1
35,35,2
2,2,1
221,221,3
6,6,1
95,95,2
70,70,2
1,1,1
55,55,2
14,14,2
11,11,2
94,94,2
22,22,2
9,9,1
1125,115,3
114,114,3
20,20,2
29,29,2
93,93,2
124,124,3
325,323,3
27,27,2
514,112,3
33,33,2
58,58,2
25,25,2
24,24,2
8,8,1
35,38,2
41,44,2
66,66,2
1,1,1
97,97,2
21,21,2
60,60,2
86,86,2
25,25,2
46,46,2
65,65,2
60,60,2
77,77,2
102,102,3
30,30,2
466,466,3
184,104,3
17,17,2
126,126,3
17,17,2
183,183,3
17,17,2
11,11,2
139,139,3
18,18,2
41,41,2
12,12,2
545,545,3
41,41,2
124,124,3
46,46,2
15,15,2
40,40,2
4,1,1
63,63,2
9,9,1
6,6,1
1436,1443,4
25,25,2
1,1,1
2,2,1
15,135,3
3,3,1
206,206,3
16,16,2
121,128,3
102,102,3
27,27,2
13,13,2
5,5,1
5,15,2
78,178,3
155,155,3
83,63,2
93,95,2
9,9,1
24,24,2
30,30,2
13,13,2
16,16,2
279,279,3
1433,433,3
59,53,2
141,141,3
48,48,2
54,54,2
1433,1433,4
1,1,1
41,41,2
24,24,2
5,5,1
58,58,2
45,45,2
30,30,2
46,16,2
163,163,3
3,3,1
99,99,2
60,60,2
2,2,1
48,48,2
13,13,2
3,3,1
101,101,3
10,10,2
492,492,3
73,73,2
115,115,3
48,48,2
5,5,1
57,57,2
4,44,2
62,62,2
160,160,3
28,28,2
86,86,2
1076,1076,4
721,321,3
380,380,3
16,16,2
51,51,2
3,3,1
2,1,1
83,83,2
547,547,3
235,235,3
434,434,3
80,80,2
20,20,2
2,2,1
161,161,3
56,56,2
24,24,2
16,16,2
12,12,2
2110,2470,4
25,25,2
2,2,1
15,15,2
35,35,2
1201,220,3
140,140,3
119,119,3
290,390,3
50,50,2
388,388,3
27,27,2
340,340,3
29,29,2
222,222,3
465,463,3
7,7,1
177,777,3
12,12,2
5,5,1
2,2,1
140,140,3
27,27,2
5,5,1
1,1,1
1,1,1
1361,1361,4
116,116,3
511,92,2
42,42,2
